"ID";"Year";"LocationAbbr";"LocationDesc";"Class";"Topic";"Indicator";"Response";"DataSource";"Data_Value_Unit";"Data_Value_Type";"Data_Value";"Data_Value_Footnote_Symbol";"Data_Value_Footnote";"Low_Confidence_Limit";"High_Confidence_Limit";"Sample_Size";"Stratification";"StratificationType";"IndicatorId";"LocationOrder";"ParentStateDisplayOrder";"FootnoteType";"FootNoteSymbol";"FootnoteText";"URL";"DatasourceAbbr";"Agency"
"2923524";"2011";"KS";"Kansas";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"No";"BRFSS";"%";"Age-adjusted Prevalence";"84.2";"";"";"83.6";"84.9";"17270";"Overall";"Overall";"ADDEPEV2";"19";"19";"";"";"";"";"";""
"2923313";"2011";"KY";"Kentucky";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"19.5";"";"";"18.2";"20.7";"2213";"Overall";"Overall";"ADDEPEV2";"20";"20";"";"";"";"";"";""
"2923314";"2011";"KY";"Kentucky";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"No";"BRFSS";"%";"Age-adjusted Prevalence";"80.5";"";"";"79.3";"81.8";"8616";"Overall";"Overall";"ADDEPEV2";"20";"20";"";"";"";"";"";""
"2923706";"2011";"LA";"Louisiana";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"17.9";"";"";"16.7";"19.0";"1982";"Overall";"Overall";"ADDEPEV2";"21";"21";"";"";"";"";"";""
"2923707";"2011";"LA";"Louisiana";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"No";"BRFSS";"%";"Age-adjusted Prevalence";"82.1";"";"";"81.0";"83.3";"8911";"Overall";"Overall";"ADDEPEV2";"21";"21";"";"";"";"";"";""
"2923789";"2011";"ME";"Maine";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"24.7";"";"";"23.5";"25.8";"3133";"Overall";"Overall";"ADDEPEV2";"22";"22";"";"";"";"";"";""
"2923790";"2011";"ME";"Maine";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"No";"BRFSS";"%";"Age-adjusted Prevalence";"75.3";"";"";"74.2";"76.5";"10046";"Overall";"Overall";"ADDEPEV2";"22";"22";"";"";"";"";"";""
"2923872";"2011";"MD";"Maryland";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"13.3";"";"";"12.3";"14.4";"1401";"Overall";"Overall";"ADDEPEV2";"23";"23";"";"";"";"";"";""
"2923873";"2011";"MD";"Maryland";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"No";"BRFSS";"%";"Age-adjusted Prevalence";"86.7";"";"";"85.6";"87.7";"8682";"Overall";"Overall";"ADDEPEV2";"23";"23";"";"";"";"";"";""
"2923955";"2011";"MA";"Massachusetts";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"16.7";"";"";"15.8";"17.6";"3914";"Overall";"Overall";"ADDEPEV2";"24";"24";"";"";"";"";"";""
"2923956";"2011";"MA";"Massachusetts";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"No";"BRFSS";"%";"Age-adjusted Prevalence";"83.3";"";"";"82.4";"84.2";"18287";"Overall";"Overall";"ADDEPEV2";"24";"24";"";"";"";"";"";""
"2924038";"2011";"MI";"Michigan";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"20.6";"";"";"19.4";"21.8";"2262";"Overall";"Overall";"ADDEPEV2";"25";"25";"";"";"";"";"";""
"2924039";"2011";"MI";"Michigan";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"No";"BRFSS";"%";"Age-adjusted Prevalence";"79.4";"";"";"78.2";"80.6";"8727";"Overall";"Overall";"ADDEPEV2";"25";"25";"";"";"";"";"";""
"2924121";"2011";"MN";"Minnesota";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"15.1";"";"";"14.2";"16.0";"2452";"Overall";"Overall";"ADDEPEV2";"26";"26";"";"";"";"";"";""
"2924122";"2011";"MN";"Minnesota";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"No";"BRFSS";"%";"Age-adjusted Prevalence";"84.9";"";"";"84.0";"85.8";"12888";"Overall";"Overall";"ADDEPEV2";"26";"26";"";"";"";"";"";""
"2924598";"2011";"MS";"Mississippi";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"18.7";"";"";"17.5";"19.9";"1755";"Overall";"Overall";"ADDEPEV2";"27";"27";"";"";"";"";"";""
"2924599";"2011";"MS";"Mississippi";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"No";"BRFSS";"%";"Age-adjusted Prevalence";"81.3";"";"";"80.1";"82.5";"7086";"Overall";"Overall";"ADDEPEV2";"27";"27";"";"";"";"";"";""
"2924777";"2011";"MO";"Missouri";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"20.2";"";"";"18.7";"21.7";"1289";"Overall";"Overall";"ADDEPEV2";"28";"28";"";"";"";"";"";""
"2924778";"2011";"MO";"Missouri";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"No";"BRFSS";"%";"Age-adjusted Prevalence";"79.8";"";"";"78.3";"81.3";"5076";"Overall";"Overall";"ADDEPEV2";"28";"28";"";"";"";"";"";""
"2924860";"2011";"MT";"Montana";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"20.4";"";"";"19.1";"21.7";"2125";"Overall";"Overall";"ADDEPEV2";"29";"29";"";"";"";"";"";""
"2924861";"2011";"MT";"Montana";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"No";"BRFSS";"%";"Age-adjusted Prevalence";"79.6";"";"";"78.3";"80.9";"8100";"Overall";"Overall";"ADDEPEV2";"29";"29";"";"";"";"";"";""
"2924240";"2011";"NE";"Nebraska";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"16.7";"";"";"16.0";"17.4";"4327";"Overall";"Overall";"ADDEPEV2";"30";"30";"";"";"";"";"";""
"2924241";"2011";"NE";"Nebraska";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"No";"BRFSS";"%";"Age-adjusted Prevalence";"83.3";"";"";"82.6";"84.0";"21006";"Overall";"Overall";"ADDEPEV2";"30";"30";"";"";"";"";"";""
"2924729";"2011";"NV";"Nevada";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"15.5";"";"";"14.0";"17.1";"999";"Overall";"Overall";"ADDEPEV2";"31";"31";"";"";"";"";"";""
"2924730";"2011";"NV";"Nevada";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"No";"BRFSS";"%";"Age-adjusted Prevalence";"84.5";"";"";"82.9";"86.0";"4464";"Overall";"Overall";"ADDEPEV2";"31";"31";"";"";"";"";"";""
"2924913";"2011";"NH";"New Hampshire";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"22.4";"";"";"20.7";"24.0";"1381";"Overall";"Overall";"ADDEPEV2";"32";"32";"";"";"";"";"";""
"2924914";"2011";"NH";"New Hampshire";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"No";"BRFSS";"%";"Age-adjusted Prevalence";"77.6";"";"";"76.0";"79.3";"5352";"Overall";"Overall";"ADDEPEV2";"32";"32";"";"";"";"";"";""
"2924295";"2011";"NJ";"New Jersey";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"10.9";"";"";"10.1";"11.7";"1889";"Overall";"Overall";"ADDEPEV2";"33";"33";"";"";"";"";"";""
"2924296";"2011";"NJ";"New Jersey";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"No";"BRFSS";"%";"Age-adjusted Prevalence";"89.1";"";"";"88.3";"89.9";"13420";"Overall";"Overall";"ADDEPEV2";"33";"33";"";"";"";"";"";""
"2924983";"2011";"NM";"New Mexico";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"20.3";"";"";"19.1";"21.4";"2006";"Overall";"Overall";"ADDEPEV2";"34";"34";"";"";"";"";"";""
"2924984";"2011";"NM";"New Mexico";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"No";"BRFSS";"%";"Age-adjusted Prevalence";"79.7";"";"";"78.6";"80.9";"7385";"Overall";"Overall";"ADDEPEV2";"34";"34";"";"";"";"";"";""
"2925066";"2011";"NY";"New York";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"15.8";"";"";"14.6";"16.9";"1285";"Overall";"Overall";"ADDEPEV2";"35";"35";"";"";"";"";"";""
"2925067";"2011";"NY";"New York";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"No";"BRFSS";"%";"Age-adjusted Prevalence";"84.2";"";"";"83.1";"85.4";"6395";"Overall";"Overall";"ADDEPEV2";"35";"35";"";"";"";"";"";""
"2924444";"2011";"NC";"North Carolina";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"17.2";"";"";"16.1";"18.3";"2151";"Overall";"Overall";"ADDEPEV2";"36";"36";"";"";"";"";"";""
"2924445";"2011";"NC";"North Carolina";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"No";"BRFSS";"%";"Age-adjusted Prevalence";"82.8";"";"";"81.7";"83.9";"9335";"Overall";"Overall";"ADDEPEV2";"36";"36";"";"";"";"";"";""
"2925132";"2011";"ND";"North Dakota";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"17.5";"";"";"16.1";"19.0";"864";"Overall";"Overall";"ADDEPEV2";"37";"37";"";"";"";"";"";""
"2925133";"2011";"ND";"North Dakota";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"No";"BRFSS";"%";"Age-adjusted Prevalence";"82.5";"";"";"81.0";"83.9";"4420";"Overall";"Overall";"ADDEPEV2";"37";"37";"";"";"";"";"";""
"2924511";"2011";"OH";"Ohio";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"17.6";"";"";"16.5";"18.8";"1768";"Overall";"Overall";"ADDEPEV2";"38";"38";"";"";"";"";"";""
"2924512";"2011";"OH";"Ohio";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"No";"BRFSS";"%";"Age-adjusted Prevalence";"82.4";"";"";"81.2";"83.5";"8132";"Overall";"Overall";"ADDEPEV2";"38";"38";"";"";"";"";"";""
"2925680";"2011";"OK";"Oklahoma";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"21.7";"";"";"20.4";"22.9";"2052";"Overall";"Overall";"ADDEPEV2";"39";"39";"";"";"";"";"";""
"2925681";"2011";"OK";"Oklahoma";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"No";"BRFSS";"%";"Age-adjusted Prevalence";"78.3";"";"";"77.1";"79.6";"6438";"Overall";"Overall";"ADDEPEV2";"39";"39";"";"";"";"";"";""
"2925763";"2011";"OR";"Oregon";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"23.6";"";"";"22.1";"25.0";"1546";"Overall";"Overall";"ADDEPEV2";"40";"40";"";"";"";"";"";""
"2925764";"2011";"OR";"Oregon";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"No";"BRFSS";"%";"Age-adjusted Prevalence";"76.4";"";"";"75.0";"77.9";"4658";"Overall";"Overall";"ADDEPEV2";"40";"40";"";"";"";"";"";""
"2925846";"2011";"PA";"Pennsylvania";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"19.4";"";"";"18.3";"20.5";"2239";"Overall";"Overall";"ADDEPEV2";"41";"41";"";"";"";"";"";""
"2925847";"2011";"PA";"Pennsylvania";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"No";"BRFSS";"%";"Age-adjusted Prevalence";"80.6";"";"";"79.5";"81.7";"9223";"Overall";"Overall";"ADDEPEV2";"41";"41";"";"";"";"";"";""
"2925234";"2011";"RI";"Rhode Island";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"22.0";"";"";"20.5";"23.5";"1438";"Overall";"Overall";"ADDEPEV2";"42";"42";"";"";"";"";"";""
"2925235";"2011";"RI";"Rhode Island";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"No";"BRFSS";"%";"Age-adjusted Prevalence";"78.0";"";"";"76.5";"79.5";"5062";"Overall";"Overall";"ADDEPEV2";"42";"42";"";"";"";"";"";""
"2926009";"2011";"SC";"South Carolina";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"15.1";"";"";"14.1";"16.1";"2004";"Overall";"Overall";"ADDEPEV2";"43";"43";"";"";"";"";"";""
"2926010";"2011";"SC";"South Carolina";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"No";"BRFSS";"%";"Age-adjusted Prevalence";"84.9";"";"";"83.9";"85.9";"10860";"Overall";"Overall";"ADDEPEV2";"43";"43";"";"";"";"";"";""
"2925900";"2011";"SD";"South Dakota";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"16.4";"";"";"14.8";"18.1";"1320";"Overall";"Overall";"ADDEPEV2";"44";"44";"";"";"";"";"";""
"2925901";"2011";"SD";"South Dakota";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"No";"BRFSS";"%";"Age-adjusted Prevalence";"83.6";"";"";"81.9";"85.2";"6912";"Overall";"Overall";"ADDEPEV2";"44";"44";"";"";"";"";"";""
"2925291";"2011";"TN";"Tennessee";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"18.9";"";"";"16.6";"21.2";"1130";"Overall";"Overall";"ADDEPEV2";"45";"45";"";"";"";"";"";""
"2925292";"2011";"TN";"Tennessee";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"No";"BRFSS";"%";"Age-adjusted Prevalence";"81.1";"";"";"78.8";"83.4";"4758";"Overall";"Overall";"ADDEPEV2";"45";"45";"";"";"";"";"";""
"2925374";"2011";"TX";"Texas";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"16.4";"";"";"15.4";"17.5";"2712";"Overall";"Overall";"ADDEPEV2";"46";"46";"";"";"";"";"";""
"2925375";"2011";"TX";"Texas";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"No";"BRFSS";"%";"Age-adjusted Prevalence";"83.6";"";"";"82.5";"84.6";"12182";"Overall";"Overall";"ADDEPEV2";"46";"46";"";"";"";"";"";""
"2925457";"2011";"UT";"Utah";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"21.9";"";"";"20.9";"22.8";"2781";"Overall";"Overall";"ADDEPEV2";"47";"47";"";"";"";"";"";""
"2925458";"2011";"UT";"Utah";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"No";"BRFSS";"%";"Age-adjusted Prevalence";"78.1";"";"";"77.2";"79.1";"9832";"Overall";"Overall";"ADDEPEV2";"47";"47";"";"";"";"";"";""
"2925540";"2011";"VT";"Vermont";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"23.0";"";"";"21.5";"24.5";"1606";"Overall";"Overall";"ADDEPEV2";"48";"48";"";"";"";"";"";""
"2925541";"2011";"VT";"Vermont";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"No";"BRFSS";"%";"Age-adjusted Prevalence";"77.0";"";"";"75.5";"78.5";"5456";"Overall";"Overall";"ADDEPEV2";"48";"48";"";"";"";"";"";""
"2925623";"2011";"VA";"Virginia";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"13.9";"";"";"12.7";"15.1";"976";"Overall";"Overall";"ADDEPEV2";"49";"49";"";"";"";"";"";""
"2925624";"2011";"VA";"Virginia";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"No";"BRFSS";"%";"Age-adjusted Prevalence";"86.1";"";"";"84.9";"87.3";"5604";"Overall";"Overall";"ADDEPEV2";"49";"49";"";"";"";"";"";""
"2926099";"2011";"WA";"Washington";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"19.5";"";"";"18.4";"20.6";"2900";"Overall";"Overall";"ADDEPEV2";"50";"50";"";"";"";"";"";""
