"ID";"Year";"LocationAbbr";"LocationDesc";"Class";"Topic";"Indicator";"Response";"DataSource";"Data_Value_Unit";"Data_Value_Type";"Data_Value";"Data_Value_Footnote_Symbol";"Data_Value_Footnote";"Low_Confidence_Limit";"High_Confidence_Limit";"Sample_Size";"Stratification";"StratificationType";"IndicatorId";"LocationOrder";"ParentStateDisplayOrder";"FootnoteType";"FootNoteSymbol";"FootnoteText";"URL";"DatasourceAbbr";"Agency"
"2938386";"2014";"DC";"District of Columbia";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"18.1";"";"";"16.1";"20.2";"664";"Overall";"Overall";"ADDEPEV2";"11";"11";"";"";"";"";"";""
"2938387";"2014";"DC";"District of Columbia";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"No";"BRFSS";"%";"Age-adjusted Prevalence";"81.9";"";"";"79.8";"83.9";"3390";"Overall";"Overall";"ADDEPEV2";"11";"11";"";"";"";"";"";""
"2939122";"2014";"FL";"Florida";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"15.9";"";"";"14.9";"17.0";"1640";"Overall";"Overall";"ADDEPEV2";"12";"12";"";"";"";"";"";""
"2939123";"2014";"FL";"Florida";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"No";"BRFSS";"%";"Age-adjusted Prevalence";"84.1";"";"";"83.0";"85.1";"8126";"Overall";"Overall";"ADDEPEV2";"12";"12";"";"";"";"";"";""
"2939707";"2014";"GA";"Georgia";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"18.1";"";"";"16.8";"19.4";"1243";"Overall";"Overall";"ADDEPEV2";"13";"13";"";"";"";"";"";""
"2939708";"2014";"GA";"Georgia";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"No";"BRFSS";"%";"Age-adjusted Prevalence";"81.9";"";"";"80.6";"83.2";"5079";"Overall";"Overall";"ADDEPEV2";"13";"13";"";"";"";"";"";""
"2939943";"2014";"HI";"Hawaii";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"10.7";"";"";"9.7";"11.7";"924";"Overall";"Overall";"ADDEPEV2";"14";"14";"";"";"";"";"";""
"2939944";"2014";"HI";"Hawaii";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"No";"BRFSS";"%";"Age-adjusted Prevalence";"89.3";"";"";"88.3";"90.3";"6293";"Overall";"Overall";"ADDEPEV2";"14";"14";"";"";"";"";"";""
"2939264";"2014";"ID";"Idaho";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"19.6";"";"";"18.0";"21.2";"1117";"Overall";"Overall";"ADDEPEV2";"15";"15";"";"";"";"";"";""
"2939265";"2014";"ID";"Idaho";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"No";"BRFSS";"%";"Age-adjusted Prevalence";"80.4";"";"";"78.8";"82.0";"4351";"Overall";"Overall";"ADDEPEV2";"15";"15";"";"";"";"";"";""
"2939994";"2014";"IL";"Illinois";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"16.6";"";"";"15.2";"18.1";"820";"Overall";"Overall";"ADDEPEV2";"16";"16";"";"";"";"";"";""
"2939995";"2014";"IL";"Illinois";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"No";"BRFSS";"%";"Age-adjusted Prevalence";"83.4";"";"";"81.9";"84.8";"4220";"Overall";"Overall";"ADDEPEV2";"16";"16";"";"";"";"";"";""
"2939312";"2014";"IN";"Indiana";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"20.8";"";"";"19.7";"21.9";"2323";"Overall";"Overall";"ADDEPEV2";"17";"17";"";"";"";"";"";""
"2939313";"2014";"IN";"Indiana";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"No";"BRFSS";"%";"Age-adjusted Prevalence";"79.2";"";"";"78.1";"80.3";"9150";"Overall";"Overall";"ADDEPEV2";"17";"17";"";"";"";"";"";""
"2940141";"2014";"IA";"Iowa";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"18.9";"";"";"17.7";"20.2";"1460";"Overall";"Overall";"ADDEPEV2";"18";"18";"";"";"";"";"";""
"2940142";"2014";"IA";"Iowa";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"No";"BRFSS";"%";"Age-adjusted Prevalence";"81.1";"";"";"79.8";"82.3";"6635";"Overall";"Overall";"ADDEPEV2";"18";"18";"";"";"";"";"";""
"2939460";"2014";"KS";"Kansas";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"18.6";"";"";"17.7";"19.4";"2589";"Overall";"Overall";"ADDEPEV2";"19";"19";"";"";"";"";"";""
"2939461";"2014";"KS";"Kansas";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"No";"BRFSS";"%";"Age-adjusted Prevalence";"81.4";"";"";"80.6";"82.3";"11087";"Overall";"Overall";"ADDEPEV2";"19";"19";"";"";"";"";"";""
"2939583";"2014";"KY";"Kentucky";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"23.9";"";"";"22.4";"25.4";"2627";"Overall";"Overall";"ADDEPEV2";"20";"20";"";"";"";"";"";""
"2939584";"2014";"KY";"Kentucky";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"No";"BRFSS";"%";"Age-adjusted Prevalence";"76.1";"";"";"74.6";"77.6";"8517";"Overall";"Overall";"ADDEPEV2";"20";"20";"";"";"";"";"";""
"2940590";"2014";"LA";"Louisiana";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"18.5";"";"";"17.3";"19.7";"1324";"Overall";"Overall";"ADDEPEV2";"21";"21";"";"";"";"";"";""
"2940591";"2014";"LA";"Louisiana";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"No";"BRFSS";"%";"Age-adjusted Prevalence";"81.5";"";"";"80.3";"82.7";"5429";"Overall";"Overall";"ADDEPEV2";"21";"21";"";"";"";"";"";""
"2940222";"2014";"ME";"Maine";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"24.2";"";"";"22.7";"25.6";"2074";"Overall";"Overall";"ADDEPEV2";"22";"22";"";"";"";"";"";""
"2940223";"2014";"ME";"Maine";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"No";"BRFSS";"%";"Age-adjusted Prevalence";"75.8";"";"";"74.4";"77.3";"7020";"Overall";"Overall";"ADDEPEV2";"22";"22";"";"";"";"";"";""
"2940937";"2014";"MD";"Maryland";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"15.9";"";"";"14.7";"17.2";"2197";"Overall";"Overall";"ADDEPEV2";"23";"23";"";"";"";"";"";""
"2940938";"2014";"MD";"Maryland";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"No";"BRFSS";"%";"Age-adjusted Prevalence";"84.1";"";"";"82.8";"85.3";"10323";"Overall";"Overall";"ADDEPEV2";"23";"23";"";"";"";"";"";""
"2940668";"2014";"MA";"Massachusetts";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"21.7";"";"";"20.6";"22.8";"3447";"Overall";"Overall";"ADDEPEV2";"24";"24";"";"";"";"";"";""
"2940669";"2014";"MA";"Massachusetts";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"No";"BRFSS";"%";"Age-adjusted Prevalence";"78.3";"";"";"77.2";"79.4";"12098";"Overall";"Overall";"ADDEPEV2";"24";"24";"";"";"";"";"";""
"2940300";"2014";"MI";"Michigan";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"20.4";"";"";"19.2";"21.7";"1641";"Overall";"Overall";"ADDEPEV2";"25";"25";"";"";"";"";"";""
"2940301";"2014";"MI";"Michigan";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"No";"BRFSS";"%";"Age-adjusted Prevalence";"79.6";"";"";"78.3";"80.8";"6798";"Overall";"Overall";"ADDEPEV2";"25";"25";"";"";"";"";"";""
"2940423";"2014";"MN";"Minnesota";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"18.3";"";"";"17.5";"19.0";"3050";"Overall";"Overall";"ADDEPEV2";"26";"26";"";"";"";"";"";""
"2940424";"2014";"MN";"Minnesota";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"No";"BRFSS";"%";"Age-adjusted Prevalence";"81.7";"";"";"81.0";"82.5";"13309";"Overall";"Overall";"ADDEPEV2";"26";"26";"";"";"";"";"";""
"2940546";"2014";"MS";"Mississippi";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"19.8";"";"";"18.0";"21.6";"814";"Overall";"Overall";"ADDEPEV2";"27";"27";"";"";"";"";"";""
"2940547";"2014";"MS";"Mississippi";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"No";"BRFSS";"%";"Age-adjusted Prevalence";"80.2";"";"";"78.4";"82.0";"3370";"Overall";"Overall";"ADDEPEV2";"27";"27";"";"";"";"";"";""
"2940771";"2014";"MO";"Missouri";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"21.9";"";"";"20.3";"23.4";"1501";"Overall";"Overall";"ADDEPEV2";"28";"28";"";"";"";"";"";""
"2940772";"2014";"MO";"Missouri";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"No";"BRFSS";"%";"Age-adjusted Prevalence";"78.1";"";"";"76.6";"79.7";"5545";"Overall";"Overall";"ADDEPEV2";"28";"28";"";"";"";"";"";""
"2941497";"2014";"MT";"Montana";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"20.6";"";"";"19.1";"22.1";"1464";"Overall";"Overall";"ADDEPEV2";"29";"29";"";"";"";"";"";""
"2941498";"2014";"MT";"Montana";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"No";"BRFSS";"%";"Age-adjusted Prevalence";"79.4";"";"";"77.9";"80.9";"5996";"Overall";"Overall";"ADDEPEV2";"29";"29";"";"";"";"";"";""
"2941620";"2014";"NE";"Nebraska";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"17.8";"";"";"16.9";"18.7";"3813";"Overall";"Overall";"ADDEPEV2";"30";"30";"";"";"";"";"";""
"2941621";"2014";"NE";"Nebraska";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"No";"BRFSS";"%";"Age-adjusted Prevalence";"82.2";"";"";"81.3";"83.1";"18533";"Overall";"Overall";"ADDEPEV2";"30";"30";"";"";"";"";"";""
"2941230";"2014";"NV";"Nevada";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"15.8";"";"";"13.9";"17.7";"658";"Overall";"Overall";"ADDEPEV2";"31";"31";"";"";"";"";"";""
"2941231";"2014";"NV";"Nevada";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"No";"BRFSS";"%";"Age-adjusted Prevalence";"84.2";"";"";"82.3";"86.1";"3076";"Overall";"Overall";"ADDEPEV2";"31";"31";"";"";"";"";"";""
"2942157";"2014";"NH";"New Hampshire";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"21.7";"";"";"19.9";"23.4";"1293";"Overall";"Overall";"ADDEPEV2";"32";"32";"";"";"";"";"";""
"2942158";"2014";"NH";"New Hampshire";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"No";"BRFSS";"%";"Age-adjusted Prevalence";"78.3";"";"";"76.6";"80.1";"4866";"Overall";"Overall";"ADDEPEV2";"32";"32";"";"";"";"";"";""
"2941283";"2014";"NJ";"New Jersey";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"13.1";"";"";"12.2";"14.0";"1878";"Overall";"Overall";"ADDEPEV2";"33";"33";"";"";"";"";"";""
"2941284";"2014";"NJ";"New Jersey";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"No";"BRFSS";"%";"Age-adjusted Prevalence";"86.9";"";"";"86.0";"87.8";"11099";"Overall";"Overall";"ADDEPEV2";"33";"33";"";"";"";"";"";""
"2941817";"2014";"NM";"New Mexico";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"21.0";"";"";"19.6";"22.4";"1833";"Overall";"Overall";"ADDEPEV2";"34";"34";"";"";"";"";"";""
"2941818";"2014";"NM";"New Mexico";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"No";"BRFSS";"%";"Age-adjusted Prevalence";"79.0";"";"";"77.6";"80.4";"7086";"Overall";"Overall";"ADDEPEV2";"34";"34";"";"";"";"";"";""
"2941940";"2014";"NY";"New York";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"15.7";"";"";"14.6";"16.9";"1128";"Overall";"Overall";"ADDEPEV2";"35";"35";"";"";"";"";"";""
"2941941";"2014";"NY";"New York";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"No";"BRFSS";"%";"Age-adjusted Prevalence";"84.3";"";"";"83.1";"85.4";"5706";"Overall";"Overall";"ADDEPEV2";"35";"35";"";"";"";"";"";""
"2942063";"2014";"NC";"North Carolina";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"18.8";"";"";"17.7";"19.9";"1430";"Overall";"Overall";"ADDEPEV2";"36";"36";"";"";"";"";"";""
"2942064";"2014";"NC";"North Carolina";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"No";"BRFSS";"%";"Age-adjusted Prevalence";"81.2";"";"";"80.1";"82.3";"5824";"Overall";"Overall";"ADDEPEV2";"36";"36";"";"";"";"";"";""
"2941481";"2014";"ND";"North Dakota";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"17.3";"";"";"15.9";"18.8";"1200";"Overall";"Overall";"ADDEPEV2";"37";"37";"";"";"";"";"";""
"2941482";"2014";"ND";"North Dakota";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"No";"BRFSS";"%";"Age-adjusted Prevalence";"82.7";"";"";"81.2";"84.1";"6556";"Overall";"Overall";"ADDEPEV2";"37";"37";"";"";"";"";"";""
"2942679";"2014";"OH";"Ohio";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"21.1";"";"";"19.7";"22.5";"2289";"Overall";"Overall";"ADDEPEV2";"38";"38";"";"";"";"";"";""
"2942680";"2014";"OH";"Ohio";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"No";"BRFSS";"%";"Age-adjusted Prevalence";"78.9";"";"";"77.5";"80.3";"8604";"Overall";"Overall";"ADDEPEV2";"38";"38";"";"";"";"";"";""
"2942217";"2014";"OK";"Oklahoma";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"21.7";"";"";"20.5";"22.9";"1874";"Overall";"Overall";"ADDEPEV2";"39";"39";"";"";"";"";"";""
"2942218";"2014";"OK";"Oklahoma";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"No";"BRFSS";"%";"Age-adjusted Prevalence";"78.3";"";"";"77.1";"79.5";"6539";"Overall";"Overall";"ADDEPEV2";"39";"39";"";"";"";"";"";""
"2943020";"2014";"OR";"Oregon";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"24.1";"";"";"22.5";"25.8";"1268";"Overall";"Overall";"ADDEPEV2";"40";"40";"";"";"";"";"";""
"2943021";"2014";"OR";"Oregon";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"No";"BRFSS";"%";"Age-adjusted Prevalence";"75.9";"";"";"74.2";"77.5";"3929";"Overall";"Overall";"ADDEPEV2";"40";"40";"";"";"";"";"";""
"2942850";"2014";"PA";"Pennsylvania";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"19.9";"";"";"18.7";"21.0";"2184";"Overall";"Overall";"ADDEPEV2";"41";"41";"";"";"";"";"";""
"2942851";"2014";"PA";"Pennsylvania";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"No";"BRFSS";"%";"Age-adjusted Prevalence";"80.1";"";"";"79.0";"81.3";"8765";"Overall";"Overall";"ADDEPEV2";"41";"41";"";"";"";"";"";""
"2942875";"2014";"RI";"Rhode Island";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"20.7";"";"";"19.1";"22.3";"1343";"Overall";"Overall";"ADDEPEV2";"42";"42";"";"";"";"";"";""
"2942876";"2014";"RI";"Rhode Island";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"No";"BRFSS";"%";"Age-adjusted Prevalence";"79.3";"";"";"77.7";"80.9";"5070";"Overall";"Overall";"ADDEPEV2";"42";"42";"";"";"";"";"";""
"2942416";"2014";"SC";"South Carolina";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"19.7";"";"";"18.6";"20.7";"2157";"Overall";"Overall";"ADDEPEV2";"43";"43";"";"";"";"";"";""
"2942417";"2014";"SC";"South Carolina";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"No";"BRFSS";"%";"Age-adjusted Prevalence";"80.3";"";"";"79.3";"81.4";"8795";"Overall";"Overall";"ADDEPEV2";"43";"43";"";"";"";"";"";""
"2942539";"2014";"SD";"South Dakota";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"17.0";"";"";"15.3";"18.7";"1168";"Overall";"Overall";"ADDEPEV2";"44";"44";"";"";"";"";"";""
"2942540";"2014";"SD";"South Dakota";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"No";"BRFSS";"%";"Age-adjusted Prevalence";"83.0";"";"";"81.3";"84.7";"6201";"Overall";"Overall";"ADDEPEV2";"44";"44";"";"";"";"";"";""
"2943151";"2014";"TN";"Tennessee";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"21.2";"";"";"19.5";"22.9";"1142";"Overall";"Overall";"ADDEPEV2";"45";"45";"";"";"";"";"";""
"2943152";"2014";"TN";"Tennessee";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"No";"BRFSS";"%";"Age-adjusted Prevalence";"78.8";"";"";"77.1";"80.5";"3973";"Overall";"Overall";"ADDEPEV2";"45";"45";"";"";"";"";"";""
"2943668";"2014";"TX";"Texas";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"14.5";"";"";"13.6";"15.4";"2588";"Overall";"Overall";"ADDEPEV2";"46";"46";"";"";"";"";"";""
"2943669";"2014";"TX";"Texas";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"No";"BRFSS";"%";"Age-adjusted Prevalence";"85.5";"";"";"84.6";"86.4";"12755";"Overall";"Overall";"ADDEPEV2";"46";"46";"";"";"";"";"";""
"2943201";"2014";"UT";"Utah";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"20.7";"";"";"19.9";"21.4";"3110";"Overall";"Overall";"ADDEPEV2";"47";"47";"";"";"";"";"";""
"2943202";"2014";"UT";"Utah";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"No";"BRFSS";"%";"Age-adjusted Prevalence";"79.3";"";"";"78.6";"80.1";"11849";"Overall";"Overall";"ADDEPEV2";"47";"47";"";"";"";"";"";""
"2943517";"2014";"VT";"Vermont";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"22.1";"";"";"20.8";"23.5";"1428";"Overall";"Overall";"ADDEPEV2";"48";"48";"";"";"";"";"";""
"2943518";"2014";"VT";"Vermont";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"No";"BRFSS";"%";"Age-adjusted Prevalence";"77.9";"";"";"76.5";"79.2";"5015";"Overall";"Overall";"ADDEPEV2";"48";"48";"";"";"";"";"";""
"2943840";"2014";"VA";"Virginia";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"17.4";"";"";"16.3";"18.5";"1660";"Overall";"Overall";"ADDEPEV2";"49";"49";"";"";"";"";"";""
"2943841";"2014";"VA";"Virginia";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"No";"BRFSS";"%";"Age-adjusted Prevalence";"82.6";"";"";"81.5";"83.7";"7773";"Overall";"Overall";"ADDEPEV2";"49";"49";"";"";"";"";"";""
"2943569";"2014";"WA";"Washington";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"21.4";"";"";"20.3";"22.6";"2271";"Overall";"Overall";"ADDEPEV2";"50";"50";"";"";"";"";"";""
