"ID";"Year";"LocationAbbr";"LocationDesc";"Class";"Topic";"Indicator";"Response";"DataSource";"Data_Value_Unit";"Data_Value_Type";"Data_Value";"Data_Value_Footnote_Symbol";"Data_Value_Footnote";"Low_Confidence_Limit";"High_Confidence_Limit";"Sample_Size";"Stratification";"StratificationType";"IndicatorId";"LocationOrder";"ParentStateDisplayOrder";"FootnoteType";"FootNoteSymbol";"FootnoteText";"URL";"DatasourceAbbr";"Agency"
"1826369";"2011";"ME";"Maine";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Crude Prevalence";"24.4";"";"";"23.4";"25.4";"3133";"Overall";"Overall";"ADDEPEV2";"22";"22";"";"";"";"";"";""
"1826370";"2011";"ME";"Maine";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"No";"BRFSS";"%";"Crude Prevalence";"75.6";"";"";"74.6";"76.6";"10046";"Overall";"Overall";"ADDEPEV2";"22";"22";"";"";"";"";"";""
"1828981";"2011";"MD";"Maryland";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Crude Prevalence";"13.6";"";"";"12.5";"14.6";"1401";"Overall";"Overall";"ADDEPEV2";"23";"23";"";"";"";"";"";""
"1828982";"2011";"MD";"Maryland";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"No";"BRFSS";"%";"Crude Prevalence";"86.4";"";"";"85.4";"87.5";"8682";"Overall";"Overall";"ADDEPEV2";"23";"23";"";"";"";"";"";""
"1831822";"2011";"MA";"Massachusetts";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Crude Prevalence";"16.7";"";"";"15.8";"17.5";"3914";"Overall";"Overall";"ADDEPEV2";"24";"24";"";"";"";"";"";""
"1831823";"2011";"MA";"Massachusetts";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"No";"BRFSS";"%";"Crude Prevalence";"83.3";"";"";"82.5";"84.2";"18287";"Overall";"Overall";"ADDEPEV2";"24";"24";"";"";"";"";"";""
"1834146";"2011";"MI";"Michigan";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Crude Prevalence";"20.7";"";"";"19.5";"21.8";"2262";"Overall";"Overall";"ADDEPEV2";"25";"25";"";"";"";"";"";""
"1834147";"2011";"MI";"Michigan";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"No";"BRFSS";"%";"Crude Prevalence";"79.4";"";"";"78.2";"80.5";"8727";"Overall";"Overall";"ADDEPEV2";"25";"25";"";"";"";"";"";""
"1837091";"2011";"MN";"Minnesota";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Crude Prevalence";"15.1";"";"";"14.3";"16.0";"2452";"Overall";"Overall";"ADDEPEV2";"26";"26";"";"";"";"";"";""
"1837092";"2011";"MN";"Minnesota";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"No";"BRFSS";"%";"Crude Prevalence";"84.9";"";"";"84.0";"85.7";"12888";"Overall";"Overall";"ADDEPEV2";"26";"26";"";"";"";"";"";""
"1840103";"2011";"MS";"Mississippi";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Crude Prevalence";"18.9";"";"";"17.8";"20.1";"1755";"Overall";"Overall";"ADDEPEV2";"27";"27";"";"";"";"";"";""
"1840104";"2011";"MS";"Mississippi";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"No";"BRFSS";"%";"Crude Prevalence";"81.1";"";"";"80.0";"82.2";"7086";"Overall";"Overall";"ADDEPEV2";"27";"27";"";"";"";"";"";""
"1842531";"2011";"MO";"Missouri";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Crude Prevalence";"20.1";"";"";"18.7";"21.6";"1289";"Overall";"Overall";"ADDEPEV2";"28";"28";"";"";"";"";"";""
"1842532";"2011";"MO";"Missouri";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"No";"BRFSS";"%";"Crude Prevalence";"79.9";"";"";"78.5";"81.3";"5076";"Overall";"Overall";"ADDEPEV2";"28";"28";"";"";"";"";"";""
"1844621";"2011";"MT";"Montana";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Crude Prevalence";"20.5";"";"";"19.3";"21.7";"2125";"Overall";"Overall";"ADDEPEV2";"29";"29";"";"";"";"";"";""
"1844622";"2011";"MT";"Montana";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"No";"BRFSS";"%";"Crude Prevalence";"79.5";"";"";"78.3";"80.7";"8100";"Overall";"Overall";"ADDEPEV2";"29";"29";"";"";"";"";"";""
"1847645";"2011";"NE";"Nebraska";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Crude Prevalence";"16.9";"";"";"16.2";"17.5";"4327";"Overall";"Overall";"ADDEPEV2";"30";"30";"";"";"";"";"";""
"1847832";"2011";"NE";"Nebraska";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"No";"BRFSS";"%";"Crude Prevalence";"83.2";"";"";"82.5";"83.8";"21006";"Overall";"Overall";"ADDEPEV2";"30";"30";"";"";"";"";"";""
"1850452";"2011";"NV";"Nevada";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Crude Prevalence";"15.8";"";"";"14.2";"17.3";"999";"Overall";"Overall";"ADDEPEV2";"31";"31";"";"";"";"";"";""
"1850453";"2011";"NV";"Nevada";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"No";"BRFSS";"%";"Crude Prevalence";"84.3";"";"";"82.7";"85.8";"4464";"Overall";"Overall";"ADDEPEV2";"31";"31";"";"";"";"";"";""
"1853814";"2011";"NH";"New Hampshire";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Crude Prevalence";"21.8";"";"";"20.3";"23.2";"1381";"Overall";"Overall";"ADDEPEV2";"32";"32";"";"";"";"";"";""
"1853815";"2011";"NH";"New Hampshire";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"No";"BRFSS";"%";"Crude Prevalence";"78.2";"";"";"76.8";"79.7";"5352";"Overall";"Overall";"ADDEPEV2";"32";"32";"";"";"";"";"";""
"1856331";"2011";"NJ";"New Jersey";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Crude Prevalence";"11.1";"";"";"10.4";"11.8";"1889";"Overall";"Overall";"ADDEPEV2";"33";"33";"";"";"";"";"";""
"1856332";"2011";"NJ";"New Jersey";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"No";"BRFSS";"%";"Crude Prevalence";"88.9";"";"";"88.2";"89.6";"13420";"Overall";"Overall";"ADDEPEV2";"33";"33";"";"";"";"";"";""
"1858621";"2011";"NM";"New Mexico";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Crude Prevalence";"20.4";"";"";"19.4";"21.5";"2006";"Overall";"Overall";"ADDEPEV2";"34";"34";"";"";"";"";"";""
"1858622";"2011";"NM";"New Mexico";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"No";"BRFSS";"%";"Crude Prevalence";"79.6";"";"";"78.5";"80.6";"7385";"Overall";"Overall";"ADDEPEV2";"34";"34";"";"";"";"";"";""
"1861536";"2011";"NY";"New York";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Crude Prevalence";"15.9";"";"";"14.8";"17.0";"1285";"Overall";"Overall";"ADDEPEV2";"35";"35";"";"";"";"";"";""
"1861537";"2011";"NY";"New York";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"No";"BRFSS";"%";"Crude Prevalence";"84.1";"";"";"83.0";"85.2";"6395";"Overall";"Overall";"ADDEPEV2";"35";"35";"";"";"";"";"";""
"1863650";"2011";"NC";"North Carolina";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Crude Prevalence";"17.5";"";"";"16.4";"18.5";"2151";"Overall";"Overall";"ADDEPEV2";"36";"36";"";"";"";"";"";""
"1863651";"2011";"NC";"North Carolina";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"No";"BRFSS";"%";"Crude Prevalence";"82.5";"";"";"81.5";"83.6";"9335";"Overall";"Overall";"ADDEPEV2";"36";"36";"";"";"";"";"";""
"1867414";"2011";"ND";"North Dakota";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Crude Prevalence";"17.3";"";"";"15.9";"18.7";"864";"Overall";"Overall";"ADDEPEV2";"37";"37";"";"";"";"";"";""
"1867415";"2011";"ND";"North Dakota";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"No";"BRFSS";"%";"Crude Prevalence";"82.7";"";"";"81.3";"84.1";"4420";"Overall";"Overall";"ADDEPEV2";"37";"37";"";"";"";"";"";""
"1870053";"2011";"OH";"Ohio";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Crude Prevalence";"17.7";"";"";"16.6";"18.8";"1768";"Overall";"Overall";"ADDEPEV2";"38";"38";"";"";"";"";"";""
"1870054";"2011";"OH";"Ohio";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"No";"BRFSS";"%";"Crude Prevalence";"82.3";"";"";"81.2";"83.4";"8132";"Overall";"Overall";"ADDEPEV2";"38";"38";"";"";"";"";"";""
"1872579";"2011";"OK";"Oklahoma";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Crude Prevalence";"21.9";"";"";"20.7";"23.1";"2052";"Overall";"Overall";"ADDEPEV2";"39";"39";"";"";"";"";"";""
"1872580";"2011";"OK";"Oklahoma";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"No";"BRFSS";"%";"Crude Prevalence";"78.1";"";"";"76.9";"79.3";"6438";"Overall";"Overall";"ADDEPEV2";"39";"39";"";"";"";"";"";""
"1875424";"2011";"OR";"Oregon";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Crude Prevalence";"23.9";"";"";"22.5";"25.3";"1546";"Overall";"Overall";"ADDEPEV2";"40";"40";"";"";"";"";"";""
"1875425";"2011";"OR";"Oregon";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"No";"BRFSS";"%";"Crude Prevalence";"76.1";"";"";"74.7";"77.5";"4658";"Overall";"Overall";"ADDEPEV2";"40";"40";"";"";"";"";"";""
"1877880";"2011";"PA";"Pennsylvania";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Crude Prevalence";"19.3";"";"";"18.3";"20.3";"2239";"Overall";"Overall";"ADDEPEV2";"41";"41";"";"";"";"";"";""
"1877881";"2011";"PA";"Pennsylvania";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"No";"BRFSS";"%";"Crude Prevalence";"80.7";"";"";"79.7";"81.7";"9223";"Overall";"Overall";"ADDEPEV2";"41";"41";"";"";"";"";"";""
"1880629";"2011";"RI";"Rhode Island";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Crude Prevalence";"22.0";"";"";"20.6";"23.4";"1438";"Overall";"Overall";"ADDEPEV2";"42";"42";"";"";"";"";"";""
"1880630";"2011";"RI";"Rhode Island";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"No";"BRFSS";"%";"Crude Prevalence";"78.0";"";"";"76.7";"79.4";"5062";"Overall";"Overall";"ADDEPEV2";"42";"42";"";"";"";"";"";""
"1883530";"2011";"SC";"South Carolina";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Crude Prevalence";"15.3";"";"";"14.4";"16.3";"2004";"Overall";"Overall";"ADDEPEV2";"43";"43";"";"";"";"";"";""
"1883531";"2011";"SC";"South Carolina";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"No";"BRFSS";"%";"Crude Prevalence";"84.7";"";"";"83.7";"85.7";"10860";"Overall";"Overall";"ADDEPEV2";"43";"43";"";"";"";"";"";""
"1886322";"2011";"SD";"South Dakota";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Crude Prevalence";"16.4";"";"";"14.9";"18.0";"1320";"Overall";"Overall";"ADDEPEV2";"44";"44";"";"";"";"";"";""
"1886323";"2011";"SD";"South Dakota";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"No";"BRFSS";"%";"Crude Prevalence";"83.6";"";"";"82.1";"85.1";"6912";"Overall";"Overall";"ADDEPEV2";"44";"44";"";"";"";"";"";""
"1889219";"2011";"TN";"Tennessee";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Crude Prevalence";"19.2";"";"";"17.0";"21.5";"1130";"Overall";"Overall";"ADDEPEV2";"45";"45";"";"";"";"";"";""
"1889220";"2011";"TN";"Tennessee";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"No";"BRFSS";"%";"Crude Prevalence";"80.8";"";"";"78.6";"83.1";"4758";"Overall";"Overall";"ADDEPEV2";"45";"45";"";"";"";"";"";""
"1891866";"2011";"TX";"Texas";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Crude Prevalence";"16.6";"";"";"15.6";"17.7";"2712";"Overall";"Overall";"ADDEPEV2";"46";"46";"";"";"";"";"";""
"1891867";"2011";"TX";"Texas";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"No";"BRFSS";"%";"Crude Prevalence";"83.4";"";"";"82.3";"84.5";"12182";"Overall";"Overall";"ADDEPEV2";"46";"46";"";"";"";"";"";""
"1894910";"2011";"UT";"Utah";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Crude Prevalence";"22.0";"";"";"21.0";"23.1";"2781";"Overall";"Overall";"ADDEPEV2";"47";"47";"";"";"";"";"";""
"1894911";"2011";"UT";"Utah";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"No";"BRFSS";"%";"Crude Prevalence";"78.0";"";"";"76.9";"79.0";"9832";"Overall";"Overall";"ADDEPEV2";"47";"47";"";"";"";"";"";""
"1897318";"2011";"VT";"Vermont";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Crude Prevalence";"23.0";"";"";"21.6";"24.3";"1606";"Overall";"Overall";"ADDEPEV2";"48";"48";"";"";"";"";"";""
"1897319";"2011";"VT";"Vermont";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"No";"BRFSS";"%";"Crude Prevalence";"77.1";"";"";"75.7";"78.4";"5456";"Overall";"Overall";"ADDEPEV2";"48";"48";"";"";"";"";"";""
"1900425";"2011";"VA";"Virginia";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Crude Prevalence";"14.1";"";"";"12.9";"15.3";"976";"Overall";"Overall";"ADDEPEV2";"49";"49";"";"";"";"";"";""
"1900426";"2011";"VA";"Virginia";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"No";"BRFSS";"%";"Crude Prevalence";"85.9";"";"";"84.7";"87.1";"5604";"Overall";"Overall";"ADDEPEV2";"49";"49";"";"";"";"";"";""
